HScode,TradeValue,Description,hasGain,Tariff before CPTPP,Japan Rate for Canada TPP,ROC Gain - No Export Promotion,BC Gain - no export promotion,AB Gain - no export promotion,SK Gain - no export promotion,MB Gain - no export promotion,Western Canada Gain - no export promotion,Total Canada Gain - no export promotion,ROC Gain %,BC%,AB%,SK%,MB%,Western Canada Gain %,Total Canada Gain %
902490,59955,"Machines and appliances; parts and accessories for those testing hardness, strength, compressibility, elasticity or other mechanical properties of materials (e.g. metal, wood, textiles, paper, plastics)",FALSE,,,,,,,,,,,,,,,,
731700,60643,"Iron or steel; nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",FALSE,,,,,,,,,,,,,,,,
820790,60955,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207",FALSE,,,,,,,,,,,,,,,,
870892,60964,Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof,FALSE,,,,,,,,,,,,,,,,
630710,60983,"Cloths; floor cloths, dish-cloths, dusters and similar cleaning cloths",FALSE,,,,,,,,,,,,,,,,
846792,61524,"Tools; for working in the hand, parts of pneumatic tools",FALSE,,,,,,,,,,,,,,,,
200981,61652,"Juice; Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",FALSE,,,,,,,,,,,,,,,,
960610,62093,"Press-fasteners, snap-fasteners, press-studs and parts therefor",FALSE,,,,,,,,,,,,,,,,
846711,62496,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)",FALSE,,,,,,,,,,,,,,,,
392330,62937,"Plastics; carboys, bottles, flasks and similar articles, for the conveyance or packing of goods",FALSE,,,,,,,,,,,,,,,,
730729,63139,"Steel, stainless; tube or pipe fittings, n.e.c. in item no. 7307.2",FALSE,,,,,,,,,,,,,,,,
730799,63487,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",FALSE,,,,,,,,,,,,,,,,
640291,63882,"Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics",FALSE,,,,,,,,,,,,,,,,
851761,63928,Base stations,FALSE,,,,,,,,,,,,,,,,
851190,63992,"Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines",FALSE,,,,,,,,,,,,,,,,
570500,64029,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",FALSE,,,,,,,,,,,,,,,,
940370,64166,Furniture; plastic,FALSE,,,,,,,,,,,,,,,,
843320,64937,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),FALSE,,,,,,,,,,,,,,,,
611710,65341,"Shawls, scarves, mufflers, mantillas, veils and the like; knitted or crocheted",FALSE,,,,,,,,,,,,,,,,
851220,65662,"Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",FALSE,,,,,,,,,,,,,,,,
731100,65781,"Containers for compressed or liquefied gas, of iron or steel",FALSE,,,,,,,,,,,,,,,,
440797,66010,"Wood; of poplar and aspen (Populus spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",FALSE,,,,,,,,,,,,,,,,
761610,66102,"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",FALSE,,,,,,,,,,,,,,,,
940171,66240,"Seats; with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",FALSE,,,,,,,,,,,,,,,,
846799,66359,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools",FALSE,,,,,,,,,,,,,,,,
620343,67341,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
841410,67423,Pumps; vacuum,FALSE,,,,,,,,,,,,,,,,
870990,67478,Vehicles; parts of the vehicles of heading no. 8709,FALSE,,,,,,,,,,,,,,,,
540753,67689,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours",FALSE,,,,,,,,,,,,,,,,
970500,67808,"Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest",FALSE,,,,,,,,,,,,,,,,
846620,68047,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; work holders,FALSE,,,,,,,,,,,,,,,,
401170,69019,"Rubber; new pneumatic tyres, of a kind used on agricultural or forestry vehicles and machines",FALSE,,,,,,,,,,,,,,,,
732181,69075,"Domestic appliances; non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",FALSE,,,,,,,,,,,,,,,,
800700,69120,Tin; articles n.e.c. in chapter 80,FALSE,,,,,,,,,,,,,,,,
120925,69368,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing",FALSE,,,,,,,,,,,,,,,,
340290,69708,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), including auxiliary washing preparations, not for retail sale",FALSE,,,,,,,,,,,,,,,,
843691,70258,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders,FALSE,,,,,,,,,,,,,,,,
841899,70460,"Refrigerating or freezing equipment; parts thereof, other than furniture",FALSE,,,,,,,,,,,,,,,,
843020,70717,Snow-ploughs and snow-blowers,FALSE,,,,,,,,,,,,,,,,
910211,70937,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only",FALSE,,,,,,,,,,,,,,,,
340119,71102,"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, not for toilet use",FALSE,,,,,,,,,,,,,,,,
321490,71350,Mastics; n.e.c. in heading no. 3214,FALSE,,,,,,,,,,,,,,,,
901210,71387,Microscopes (excluding optical microscopes); diffraction apparatus,FALSE,,,,,,,,,,,,,,,,
220600,72093,"Beverages, fermented; (e.g. cider, perry, mead, sake)",FALSE,,,,,,,,,,,,,,,,
442090,72497,"Wood; marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94",FALSE,,,,,,,,,,,,,,,,
854790,72671,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",FALSE,,,,,,,,,,,,,,,,
160232,72698,"Meat preparations; of the poultry of heading no. 0105, (i.e. of fowls of the species Gallus domesticus)",FALSE,,,,,,,,,,,,,,,,
903281,72955,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic",FALSE,,,,,,,,,,,,,,,,
610433,73258,"Jackets; women's or girls', of synthetic fibres, knitted or crocheted",FALSE,,,,,,,,,,,,,,,,
820570,74588,"Tools, hand; vices, clamps and the like",FALSE,,,,,,,,,,,,,,,,
820411,74818,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable",FALSE,,,,,,,,,,,,,,,,
392321,74946,"Ethylene polymers; sacks and bags (including cones), for the conveyance or packing of goods",FALSE,,,,,,,,,,,,,,,,
852380,75561,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37",FALSE,,,,,,,,,,,,,,,,
271290,75653,"Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured",FALSE,,,,,,,,,,,,,,,,
850519,75910,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",FALSE,,,,,,,,,,,,,,,,
850450,76102,Electrical inductors; n.e.c. in heading no. 8504,FALSE,,,,,,,,,,,,,,,,
845819,76469,"Lathes; for removing metal, horizontal, other than numerically controlled",FALSE,,,,,,,,,,,,,,,,
732190,76506,"Domestic appliances; non-electric, parts thereof, of iron or steel",FALSE,,,,,,,,,,,,,,,,
830790,76644,"Tubing; flexible, with or without fittings of base metal, other than those of iron or steel",FALSE,,,,,,,,,,,,,,,,
490300,76873,"Printed matter; children's picture, drawing or colouring books",FALSE,,,,,,,,,,,,,,,,
871680,76919,Vehicles; n.e.c. in heading no. 8716,FALSE,,,,,,,,,,,,,,,,
190410,76974,Food preparations; obtained by the swelling or roasting of cereals or cereal products,FALSE,,,,,,,,,,,,,,,,
850431,77047,"Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA",FALSE,,,,,,,,,,,,,,,,
200599,77800,"Vegetable preparations; vegetables and mixtures of vegetables n.e.c. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",FALSE,,,,,,,,,,,,,,,,
731821,78790,Iron or steel; non-threaded spring washers and other lock washers,FALSE,,,,,,,,,,,,,,,,
700721,78864,"Glass; safety glass, laminated, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",FALSE,,,,,,,,,,,,,,,,
070920,79066,"Vegetables; asparagus, fresh or chilled",FALSE,,,,,,,,,,,,,,,,
902480,79497,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals",FALSE,,,,,,,,,,,,,,,,
853641,80029,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)",FALSE,,,,,,,,,,,,,,,,
390791,80093,"Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms",FALSE,,,,,,,,,,,,,,,,
850152,80433,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW",FALSE,,,,,,,,,,,,,,,,
841381,80763,Pumps and liquid elevators; n.e.c. in heading no. 8413,FALSE,,,,,,,,,,,,,,,,
900220,81772,"Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",FALSE,,,,,,,,,,,,,,,,
847190,82029,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",FALSE,,,,,,,,,,,,,,,,
820412,82194,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable",FALSE,,,,,,,,,,,,,,,,
720529,82717,"Iron or steel, pig iron, spiegeleisen; powders (excluding alloy steel)",FALSE,,,,,,,,,,,,,,,,
591190,83258,Textile products and articles for technical uses; n.e.c. in heading no. 5911,FALSE,,,,,,,,,,,,,,,,
210220,83598,"Yeasts; inactive, other single-cell micro-organisms, dead",FALSE,,,,,,,,,,,,,,,,
720429,83992,Ferrous waste and scrap; of alloy steel (excluding stainless),FALSE,,,,,,,,,,,,,,,,
854290,84222,Parts of electronic integrated circuits,FALSE,,,,,,,,,,,,,,,,
710812,85699,"Metals; gold, non-monetary, unwrought (but not powder)",FALSE,,,,,,,,,,,,,,,,
870840,86020,Vehicle parts; gear boxes and parts thereof,FALSE,,,,,,,,,,,,,,,,
110422,86323,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of oats",FALSE,,,,,,,,,,,,,,,,
540752,87277,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed",FALSE,,,,,,,,,,,,,,,,
281700,87901,Zinc; oxide and peroxide,FALSE,,,,,,,,,,,,,,,,
851629,89047,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators),FALSE,,,,,,,,,,,,,,,,
381600,89589,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",FALSE,,,,,,,,,,,,,,,,
841311,89690,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",FALSE,,,,,,,,,,,,,,,,
920890,89937,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",FALSE,,,,,,,,,,,,,,,,
848490,90681,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings",FALSE,,,,,,,,,,,,,,,,
960350,90754,"Brushes; constituting parts of machines, appliances or vehicles",FALSE,,,,,,,,,,,,,,,,
843490,90992,Milking machines and dairy machinery; parts thereof,FALSE,,,,,,,,,,,,,,,,
870894,91231,"Vehicle parts; steering wheels, steering columns and steering boxes; parts thereof",FALSE,,,,,,,,,,,,,,,,
853620,93323,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts",FALSE,,,,,,,,,,,,,,,,
871310,93635,Carriages for disabled persons; not mechanically propelled,FALSE,,,,,,,,,,,,,,,,
420299,94332,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",FALSE,,,,,,,,,,,,,,,,
711719,94525,"Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal",FALSE,,,,,,,,,,,,,,,,
970110,94662,"Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906",FALSE,,,,,,,,,,,,,,,,
853810,95571,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",FALSE,,,,,,,,,,,,,,,,
854720,96112,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",FALSE,,,,,,,,,,,,,,,,
870891,96965,Vehicle parts; radiators and parts thereof,FALSE,,,,,,,,,,,,,,,,
854190,97029,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",FALSE,,,,,,,,,,,,,,,,
071350,97084,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried",FALSE,,,,,,,,,,,,,,,,
560750,97837,"Twine, cordage, ropes, cables; of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics",FALSE,,,,,,,,,,,,,,,,
940330,97974,"Furniture; wooden, for office use",FALSE,,,,,,,,,,,,,,,,
841229,98240,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)",FALSE,,,,,,,,,,,,,,,,
850490,98910,"Electrical transformers, static converters and inductors; parts thereof",FALSE,,,,,,,,,,,,,,,,
490290,99314,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",FALSE,,,,,,,,,,,,,,,,
871610,100396,"Trailers and semi-trailers; of the caravan type, for housing or camping",FALSE,,,,,,,,,,,,,,,,
903141,100653,"Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90",FALSE,,,,,,,,,,,,,,,,
330210,100855,Odoriferous substances and mixtures; of a kind used in the food or drink industries,FALSE,,,,,,,,,,,,,,,,
620191,102140,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; men's or boys', of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
851531,102231,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting",FALSE,,,,,,,,,,,,,,,,
900630,102323,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",FALSE,,,,,,,,,,,,,,,,
392092,102589,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of polyamides, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",FALSE,,,,,,,,,,,,,,,,
820900,102635,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",FALSE,,,,,,,,,,,,,,,,
760900,102736,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",FALSE,,,,,,,,,,,,,,,,
871200,102864,"Bicycles and other cycles; including delivery tricycles, not motorised",FALSE,,,,,,,,,,,,,,,,
950619,104103,Snow-ski equipment,FALSE,,,,,,,,,,,,,,,,
850760,104617,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",FALSE,,,,,,,,,,,,,,,,
870431,106250,"Vehicles; spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1",FALSE,,,,,,,,,,,,,,,,
380893,106589,"Herbicides, anti-sprouting products and plant-growth regulators; other than containing goods of Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles",FALSE,,,,,,,,,,,,,,,,
848410,107213,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal,FALSE,,,,,,,,,,,,,,,,
430219,108910,"Furskins; tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.c. in heading no. 4302, excluding goods or heading no. 4303",FALSE,,,,,,,,,,,,,,,,
843880,109305,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438",FALSE,,,,,,,,,,,,,,,,
711790,109516,"Jewellery; imitation, of other than base metal, whether or not plated with precious metal",FALSE,,,,,,,,,,,,,,,,
293090,109543,Organo-sulphur compounds; n.e.c. in heading no. 2930,FALSE,,,,,,,,,,,,,,,,
381590,109598,"Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included",FALSE,,,,,,,,,,,,,,,,
480100,110690,"Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets",FALSE,,,,,,,,,,,,,,,,
480256,110920,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)",FALSE,,,,,,,,,,,,,,,,
854420,111387,Insulated electric conductors; co-axial cable and other co-axial electric conductors,FALSE,,,,,,,,,,,,,,,,
842430,111791,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines,FALSE,,,,,,,,,,,,,,,,
591132,112699,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing 650g/m2 or more",FALSE,,,,,,,,,,,,,,,,
330300,113791,Perfumes and toilet waters,FALSE,,,,,,,,,,,,,,,,
741999,113920,Copper; articles n.e.c. in heading no. 7419,FALSE,,,,,,,,,,,,,,,,
841480,114837,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414",FALSE,,,,,,,,,,,,,,,,
340213,116617,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",FALSE,,,,,,,,,,,,,,,,
901850,116654,Ophthalmic instruments and appliances,FALSE,,,,,,,,,,,,,,,,
901290,117580,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,FALSE,,,,,,,,,,,,,,,,
843280,119663,Rollers; for lawns or sports-grounds,FALSE,,,,,,,,,,,,,,,,
430110,119901,"Furskins; raw, of mink, whole, with or without head, tail or paws",FALSE,,,,,,,,,,,,,,,,
310510,120158,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",FALSE,,,,,,,,,,,,,,,,
902214,122195,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus",FALSE,,,,,,,,,,,,,,,,
940179,122443,"Seats; with metal frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",FALSE,,,,,,,,,,,,,,,,
441850,123314,Wood; shingles and shakes,FALSE,,,,,,,,,,,,,,,,
720449,123599,Ferrous waste and scrap; n.e.c. in heading no. 7204,FALSE,,,,,,,,,,,,,,,,
100810,124810,Cereals; buckwheat,FALSE,,,,,,,,,,,,,,,,
290545,125287,"Alcohols; polyhydric, glycerol",FALSE,,,,,,,,,,,,,,,,
620292,125608,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of cotton, other than those of heading no. 6204 (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
230800,126048,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",FALSE,,,,,,,,,,,,,,,,
831190,127158,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311",FALSE,,,,,,,,,,,,,,,,
730792,127406,"Iron or steel; tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",FALSE,,,,,,,,,,,,,,,,
850650,127571,"Cells and batteries; primary, lithium",FALSE,,,,,,,,,,,,,,,,
391810,128214,"Floor, wall or ceiling coverings; of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles",FALSE,,,,,,,,,,,,,,,,
853670,128544,"Connectors for optical fibres, optical fibre bundles or cables",FALSE,,,,,,,,,,,,,,,,
390521,128626,"Vinyl acetate copolymers; in aqueous dispersion, in primary forms",FALSE,,,,,,,,,,,,,,,,
710239,128672,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",FALSE,,,,,,,,,,,,,,,,
220190,129030,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",FALSE,,,,,,,,,,,,,,,,
854129,129590,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",FALSE,,,,,,,,,,,,,,,,
680300,129626,"Slate, worked; and articles of slate or of agglomerated slate",FALSE,,,,,,,,,,,,,,,,
283539,129672,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",FALSE,,,,,,,,,,,,,,,,
852692,130415,Radio remote control apparatus,FALSE,,,,,,,,,,,,,,,,
854232,132388,Electronic integrated circuits; memories,FALSE,,,,,,,,,,,,,,,,
851490,132516,"Furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514",FALSE,,,,,,,,,,,,,,,,
950490,132672,"Games; articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504",FALSE,,,,,,,,,,,,,,,,
850110,135021,Electric motors; of an output not exceeding 37.5W,FALSE,,,,,,,,,,,,,,,,
854160,135030,Crystals; mounted piezo-electric,FALSE,,,,,,,,,,,,,,,,
940320,135067,"Furniture; metal, other than for office use",FALSE,,,,,,,,,,,,,,,,
292129,136361,"Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2",FALSE,,,,,,,,,,,,,,,,
854620,136718,Electrical insulators; of ceramics,FALSE,,,,,,,,,,,,,,,,
020120,136764,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",FALSE,,,,,,,,,,,,,,,,
846592,137113,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines",FALSE,,,,,,,,,,,,,,,,
281119,138425,Inorganic acids; other than hydrogen fluoride,FALSE,,,,,,,,,,,,,,,,
903300,138480,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",FALSE,,,,,,,,,,,,,,,,
010620,138553,Reptiles; live (including snakes and turtles),FALSE,,,,,,,,,,,,,,,,
853110,139205,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",FALSE,,,,,,,,,,,,,,,,
853180,139361,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530",FALSE,,,,,,,,,,,,,,,,
670419,140030,"False beards, eyebrows and eyelashes, switches and the like; of synthetic textile materials",FALSE,,,,,,,,,,,,,,,,
330510,142186,Hair preparations; shampoos,FALSE,,,,,,,,,,,,,,,,
851840,144141,Amplifiers; audio-frequency electric,FALSE,,,,,,,,,,,,,,,,
870830,145480,"Vehicle parts; brakes, servo-brakes and parts thereof",FALSE,,,,,,,,,,,,,,,,
940490,145838,"Bedding and similar furnishing articles; n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouffes and pillows)",FALSE,,,,,,,,,,,,,,,,
731512,148425,"Chain; articulated link, (other than roller), of iron or steel",FALSE,,,,,,,,,,,,,,,,
180620,150719,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg",FALSE,,,,,,,,,,,,,,,,
901540,151379,Surveying equipment; photogrammetrical surveying instruments and appliances,FALSE,,,,,,,,,,,,,,,,
902000,151590,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,FALSE,,,,,,,,,,,,,,,,
293339,152618,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3",FALSE,,,,,,,,,,,,,,,,
091099,154682,Spices; n.e.c. in heading no. 0910,FALSE,,,,,,,,,,,,,,,,
841370,156948,"Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids",FALSE,,,,,,,,,,,,,,,,
852190,157141,Video recording or reproducing apparatus; other than magnetic tape-type,FALSE,,,,,,,,,,,,,,,,
730490,157499,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",FALSE,,,,,,,,,,,,,,,,
847130,157627,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",FALSE,,,,,,,,,,,,,,,,
847759,158214,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",FALSE,,,,,,,,,,,,,,,,
392329,159737,"Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers",FALSE,,,,,,,,,,,,,,,,
843621,159939,Poultry incubators and brooders,FALSE,,,,,,,,,,,,,,,,
401699,160058,"Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber",FALSE,,,,,,,,,,,,,,,,
731822,161866,"Iron or steel; non-threaded washers, excluding spring and lock",FALSE,,,,,,,,,,,,,,,,
291590,162224,"Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915",FALSE,,,,,,,,,,,,,,,,
491110,162435,"Printed matter; trade advertising material, commercial catalogues and the like",FALSE,,,,,,,,,,,,,,,,
842519,162664,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),FALSE,,,,,,,,,,,,,,,,
847431,162939,Machines; concrete or mortar mixers,FALSE,,,,,,,,,,,,,,,,
760519,164169,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",FALSE,,,,,,,,,,,,,,,,
292144,165334,"Amine-function compounds; aromatic monoamines and their derivatives, diphenylamine and its derivatives; salts thereof",FALSE,,,,,,,,,,,,,,,,
293399,166618,Heterocyclic compounds; n.e.c. in headings no. 2933,FALSE,,,,,,,,,,,,,,,,
400821,166857,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber",FALSE,,,,,,,,,,,,,,,,
021012,168361,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",FALSE,,,,,,,,,,,,,,,,
846692,168545,"Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466",FALSE,,,,,,,,,,,,,,,,
560121,168591,"Wadding; other articles thereof, of cotton",FALSE,,,,,,,,,,,,,,,,
890399,168948,"Yachts and other vessels; for pleasure or sports, rowing boats and canoes, n.e.c. in heading no. 8903, other than inflatable",FALSE,,,,,,,,,,,,,,,,
902219,169838,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses",FALSE,,,,,,,,,,,,,,,,
291719,170160,Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1,FALSE,,,,,,,,,,,,,,,,
