Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280300,Carbon; carbon blacks and other forms of carbon n.e.c.,8,Weight in kilograms,2623770,,,,2623770,,4374654,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280300,Carbon; carbon blacks and other forms of carbon n.e.c.,8,Weight in kilograms,3001000,,,,3001000,,5090369,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280300,Carbon; carbon blacks and other forms of carbon n.e.c.,8,Weight in kilograms,2780230,,,,2780230,,4782563,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280450,Boron; tellurium,8,Weight in kilograms,1059,,,,1059,,337747,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280450,Boron; tellurium,8,Weight in kilograms,2548,,,,2548,,657705,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280450,Boron; tellurium,8,Weight in kilograms,1249,,,,1249,,206491,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280800,Nitric acid; sulphonitric acids,1,No Quantity,0,,,,12214,,1801,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280800,Nitric acid; sulphonitric acids,8,Weight in kilograms,9,,,,9,,1926,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281119,Inorganic acids; other than hydrogen fluoride,8,Weight in kilograms,4620,,,,4620,,62987,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281119,Inorganic acids; other than hydrogen fluoride,8,Weight in kilograms,10620,,,,10620,,150030,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281119,Inorganic acids; other than hydrogen fluoride,8,Weight in kilograms,10350,,,,10350,,138425,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,725,,,,725,,17271,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,63960,,,,63960,,43848,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,64210,,,,64210,,51047,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281129,"Inorganic oxygen compounds; of non-metals, n.e.c. in item no. 2811.2",8,Weight in kilograms,14084,,,,14084,,427239,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281217,Thionyl chloride,1,No Quantity,0,,,,28033,,18564,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281217,Thionyl chloride,1,No Quantity,0,,,,,,67527,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281290,Halides and halide oxides of non-metals; excluding chloride,8,Weight in kilograms,1,,,,1,,5180,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281700,Zinc; oxide and peroxide,8,Weight in kilograms,4530,,,,4530,,41997,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281700,Zinc; oxide and peroxide,8,Weight in kilograms,48464,,,,48464,,201913,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281700,Zinc; oxide and peroxide,8,Weight in kilograms,11804,,,,11804,,87901,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281820,Aluminium oxide; other than artificial corundum,8,Weight in kilograms,367338,,,,367338,,648522,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281820,Aluminium oxide; other than artificial corundum,8,Weight in kilograms,343459,,,,343459,,661297,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,281820,Aluminium oxide; other than artificial corundum,8,Weight in kilograms,319006,,,,319006,,571389,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282110,Iron oxides and hydroxides,8,Weight in kilograms,2608,,,,2608,,3254,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282110,Iron oxides and hydroxides,8,Weight in kilograms,1593,,,,1593,,2189,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282300,Titanium oxides,8,Weight in kilograms,69958,,,,69958,,483438,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282300,Titanium oxides,8,Weight in kilograms,83997,,,,83997,,572958,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282300,Titanium oxides,8,Weight in kilograms,99450,,,,99450,,662951,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282540,Nickel oxides and hydroxides,8,Weight in kilograms,277,,,,277,,7437,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282560,Germanium oxides and zirconium dioxide,8,Weight in kilograms,11600,,,,11600,,6162369,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282560,Germanium oxides and zirconium dioxide,8,Weight in kilograms,8120,,,,8120,,7065930,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282560,Germanium oxides and zirconium dioxide,8,Weight in kilograms,10621,,,,10621,,9083463,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282590,"Inorganic bases, metal oxides, hydroxides and peroxides; n.e.c. in heading no. 2825",8,Weight in kilograms,20000,,,,20000,,414815,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282590,"Inorganic bases, metal oxides, hydroxides and peroxides; n.e.c. in heading no. 2825",8,Weight in kilograms,70460,,,,70460,,1522147,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282590,"Inorganic bases, metal oxides, hydroxides and peroxides; n.e.c. in heading no. 2825",8,Weight in kilograms,30000,,,,30000,,679245,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282612,Fluorides; of aluminium,8,Weight in kilograms,19068,,,,19068,,28747,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282612,Fluorides; of aluminium,8,Weight in kilograms,398136,,,,398136,,633058,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282890,Hypochlorites; n.e.c. in heading no. 2828,8,Weight in kilograms,8980,,,,8980,,35595,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,282911,Chlorates; of sodium,8,Weight in kilograms,44976700,,,,44976700,,24325294,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283531,"Polyphosphates; sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,120025,,,,120025,,201018,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283531,"Polyphosphates; sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,120050,,,,120050,,186142,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283531,"Polyphosphates; sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,105350,,,,105350,,172398,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283539,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,14288,,,,14288,,37557,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283539,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,45697,,,,45697,,126314,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283539,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",8,Weight in kilograms,45720,,,,45720,,129672,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283650,Carbonates; calcium carbonate,8,Weight in kilograms,1000,,,,1000,,7400,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283699,Carbonates; n.e.c. in heading no. 2836 and other than lithium or strontium,8,Weight in kilograms,30,,,,30,,3789,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283919,Silicates; of sodium (excluding sodium metasilicates),8,Weight in kilograms,907,,,,907,,2823,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283990,"Silicates; commercial alkali metal silicates, other than of sodium",8,Weight in kilograms,2050,,,,2050,,10040,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283990,"Silicates; commercial alkali metal silicates, other than of sodium",8,Weight in kilograms,5125,,,,5125,,26013,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,283990,"Silicates; commercial alkali metal silicates, other than of sodium",8,Weight in kilograms,5911,,,,5911,,32110,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284190,Salts of oxometallic or peroxometallic acids; n.e.c. in heading no. 2841,8,Weight in kilograms,370,,,,370,,4297,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284310,Colloidal precious metals; whether or not chemically defined,8,Weight in kilograms,1,,,,1,,3887,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284310,Colloidal precious metals; whether or not chemically defined,8,Weight in kilograms,1,,,,1,,2339,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284330,Gold compounds,8,Weight in kilograms,1,,,,1,,2193,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284390,"Inorganic or organic compounds of precious metals, n.e.c.; amalgams",8,Weight in kilograms,0,,,,0,,2077,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284390,"Inorganic or organic compounds of precious metals, n.e.c.; amalgams",8,Weight in kilograms,4,,,,4,,51404,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284410,"Uranium; natural uranium and its compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",8,Weight in kilograms,5708,,,,5708,,1253888,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284440,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",8,Weight in kilograms,18422,,,,18422,,7670848,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284440,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",8,Weight in kilograms,29015,,,,29015,,13420145,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284440,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",8,Weight in kilograms,30,,,,30,,14799838,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284510,Heavy water (deuterium oxide),8,Weight in kilograms,81,,,,81,,83861,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284510,Heavy water (deuterium oxide),8,Weight in kilograms,2091,,,,2091,,755400,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284510,Heavy water (deuterium oxide),8,Weight in kilograms,1388,,,,1388,,511718,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284590,"Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined",8,Weight in kilograms,33,,,,33,,1127841,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284590,"Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined",8,Weight in kilograms,342,,,,342,,1221878,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284590,"Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined",8,Weight in kilograms,51,,,,51,,1188101,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284990,"Carbides; whether or not chemically defined, other than of calcium or silicon",8,Weight in kilograms,184514,,,,184514,,5978524,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284990,"Carbides; whether or not chemically defined, other than of calcium or silicon",8,Weight in kilograms,310966,,,,310966,,12997632,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,284990,"Carbides; whether or not chemically defined, other than of calcium or silicon",8,Weight in kilograms,196034,,,,196034,,6986643,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",8,Weight in kilograms,500,,,,500,,96782,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",8,Weight in kilograms,2354,,,,2354,,134910,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",8,Weight in kilograms,750,,,,750,,47891,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285390,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams",8,Weight in kilograms,47043000,,,,47043000,,26781541,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285390,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams",8,Weight in kilograms,2696,,,,2696,,2423606,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,285390,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams",8,Weight in kilograms,46522800,,,,46522800,,27467184,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290129,"Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901",8,Weight in kilograms,6253580,,,,6253580,,7239921,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290129,"Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901",8,Weight in kilograms,5922218,,,,5922218,,7186544,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290129,"Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901",8,Weight in kilograms,3473150,,,,3473150,,4433848,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290219,"Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane",8,Weight in kilograms,384,,,,384,,3013,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290219,"Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane",8,Weight in kilograms,431,,,,431,,4330,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290290,Cyclic hydrocarbons; n.e.c. in heading no. 2902,8,Weight in kilograms,461,,,,461,,2229,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290290,Cyclic hydrocarbons; n.e.c. in heading no. 2902,8,Weight in kilograms,385,,,,385,,1936,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290290,Cyclic hydrocarbons; n.e.c. in heading no. 2902,8,Weight in kilograms,739,,,,739,,4192,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290372,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane,8,Weight in kilograms,72177,,,,72177,,1129936,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290372,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane,8,Weight in kilograms,29245,,,,29245,,410224,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; n.e.c. in item no. 2903.8",8,Weight in kilograms,455,,,,455,,10568,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290393,Halogenated derivatives of aromatic hydrocarbons; pentachlorobenzene (ISO),8,Weight in kilograms,4,,,,4,,14534,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290399,"Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94",1,No Quantity,0,,,,1311,,7044,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290399,"Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94",8,Weight in kilograms,409,,,,409,,2424,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290399,"Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94",8,Weight in kilograms,583,,,,583,,3853,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290410,"Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated",8,Weight in kilograms,1448,,,,1448,,2300,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290511,"Alcohols; saturated monohydric, methanol (methyl alcohol)",8,Weight in kilograms,679,,,,679,,4044,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290519,"Alcohols; saturated monohydric, n.e.c. in item no. 2905.1",8,Weight in kilograms,5,,,,5,,5646,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290531,"Alcohols; acyclic, diols; ethylene glycol (ethanediol)",8,Weight in kilograms,683,,,,683,,4342,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290531,"Alcohols; acyclic, diols; ethylene glycol (ethanediol)",8,Weight in kilograms,3046,,,,3046,,19725,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290531,"Alcohols; acyclic, diols; ethylene glycol (ethanediol)",8,Weight in kilograms,1523,,,,1523,,9945,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290532,"Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)",8,Weight in kilograms,41,,,,41,,1819,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290532,"Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)",8,Weight in kilograms,186,,,,186,,6605,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,290532,"Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)",8,Weight in kilograms,64,,,,64,,2431,,,0
