Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010129,"Horses; live, other than pure-bred breeding animals",5,Number of items,2765,,,,,,23297899,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010129,"Horses; live, other than pure-bred breeding animals",5,Number of items,3844,,,,,,37219767,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010129,"Horses; live, other than pure-bred breeding animals",5,Number of items,3257,,,,,,32314602,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010310,"Swine; live, pure-bred breeding animals",5,Number of items,9,,,,7979,,41423,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,769,,,,841194,,1337991,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,142,,,,350335,,516651,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,217,,,,534956,,788917,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010511,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g",5,Number of items,59600,,,,,,533345,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010511,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g",5,Number of items,42135,,,,,,403954,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010511,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g",5,Number of items,31902,,,,,,243510,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",1,No Quantity,0,,,,488,,100224,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",1,No Quantity,0,,,,211,,40554,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",1,No Quantity,0,,,,224,,48551,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010620,Reptiles; live (including snakes and turtles),5,Number of items,10259,,,,488,,193279,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010620,Reptiles; live (including snakes and turtles),5,Number of items,9084,,,,364,,172045,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010620,Reptiles; live (including snakes and turtles),5,Number of items,7315,,,,247,,138553,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010631,"Birds; live, birds of prey",1,No Quantity,0,,,,14,,23700,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010631,"Birds; live, birds of prey",1,No Quantity,0,,,,1,,7311,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010631,"Birds; live, birds of prey",1,No Quantity,0,,,,4,,16092,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010690,"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",1,No Quantity,0,,,,46,,73384,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010690,"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",1,No Quantity,0,,,,17,,48200,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,010690,"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",1,No Quantity,0,,,,6,,50175,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020120,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",8,Weight in kilograms,3399,,,,3399,,43139,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020120,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",8,Weight in kilograms,5029,,,,5029,,56452,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020120,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",8,Weight in kilograms,10932,,,,10932,,136764,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",8,Weight in kilograms,3282565,,,,3282565,,19333432,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",8,Weight in kilograms,5341435,,,,5341435,,32939993,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",8,Weight in kilograms,10893378,,,,10893378,,69991058,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020220,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",8,Weight in kilograms,578,,,,578,,8274,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020220,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",8,Weight in kilograms,1126,,,,1126,,17789,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020220,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",8,Weight in kilograms,81761,,,,81761,,925627,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020230,"Meat; of bovine animals, boneless cuts, frozen",8,Weight in kilograms,15424539,,,,15424539,,52045570,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020230,"Meat; of bovine animals, boneless cuts, frozen",8,Weight in kilograms,15917524,,,,15917524,,59325640,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020230,"Meat; of bovine animals, boneless cuts, frozen",8,Weight in kilograms,31913970,,,,31913970,,122454873,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020312,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",8,Weight in kilograms,329318,,,,329318,,1664477,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020312,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",8,Weight in kilograms,383984,,,,383984,,1941058,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020312,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",8,Weight in kilograms,494930,,,,494930,,2544895,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020319,"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled",8,Weight in kilograms,173831213,,,,173831213,,819668060,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020319,"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled",8,Weight in kilograms,184456388,,,,184456388,,880149422,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020319,"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled",8,Weight in kilograms,192912861,,,,192912861,,935076455,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020321,"Meat; of swine, carcasses and half-carcasses, frozen",8,Weight in kilograms,165,,,,165,,2262,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020321,"Meat; of swine, carcasses and half-carcasses, frozen",8,Weight in kilograms,188,,,,188,,2605,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020322,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen",8,Weight in kilograms,323229,,,,323229,,1574007,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020322,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen",8,Weight in kilograms,377155,,,,377155,,1858221,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020322,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen",8,Weight in kilograms,424152,,,,424152,,2088728,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020329,"Meat; of swine, n.e.c. in item no. 0203.2, frozen",8,Weight in kilograms,41137886,,,,41137886,,192533895,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020329,"Meat; of swine, n.e.c. in item no. 0203.2, frozen",8,Weight in kilograms,36215875,,,,36215875,,172304634,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020329,"Meat; of swine, n.e.c. in item no. 0203.2, frozen",8,Weight in kilograms,37868719,,,,37868719,,178511481,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020500,"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen",8,Weight in kilograms,2841480,,,,2841480,,21588018,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020500,"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen",8,Weight in kilograms,2761553,,,,2761553,,23695729,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020500,"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen",8,Weight in kilograms,2833070,,,,2833070,,24969602,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020610,"Offal, edible; of bovine animals, fresh or chilled",8,Weight in kilograms,2939300,,,,2939300,,34248928,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020610,"Offal, edible; of bovine animals, fresh or chilled",8,Weight in kilograms,2861094,,,,2861094,,33452436,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020610,"Offal, edible; of bovine animals, fresh or chilled",8,Weight in kilograms,4398590,,,,4398590,,57603864,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020621,"Offal, edible; of bovine animals, tongues, frozen",8,Weight in kilograms,1171270,,,,1171270,,12261787,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020621,"Offal, edible; of bovine animals, tongues, frozen",8,Weight in kilograms,1303705,,,,1303705,,11894413,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020621,"Offal, edible; of bovine animals, tongues, frozen",8,Weight in kilograms,1876200,,,,1876200,,18143467,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020622,"Offal, edible; of bovine animals, livers, frozen",8,Weight in kilograms,585,,,,585,,5112,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020629,"Offal, edible; of bovine animals, (other than tongues and livers), frozen",8,Weight in kilograms,314666,,,,314666,,2477665,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020629,"Offal, edible; of bovine animals, (other than tongues and livers), frozen",8,Weight in kilograms,664858,,,,664858,,6304231,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020629,"Offal, edible; of bovine animals, (other than tongues and livers), frozen",8,Weight in kilograms,460766,,,,460766,,4395131,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020630,"Offal, edible; of swine, fresh or chilled",8,Weight in kilograms,2090,,,,2090,,17449,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020641,"Offal, edible; of swine, livers, frozen",8,Weight in kilograms,213020,,,,213020,,226509,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020649,"Offal, edible; of swine, (other than livers), frozen",8,Weight in kilograms,4669150,,,,4669150,,11401706,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020649,"Offal, edible; of swine, (other than livers), frozen",8,Weight in kilograms,4870936,,,,4870936,,11916899,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020649,"Offal, edible; of swine, (other than livers), frozen",8,Weight in kilograms,4141406,,,,4141406,,9511804,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020680,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",8,Weight in kilograms,7459,,,,7459,,75801,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020680,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",8,Weight in kilograms,4516,,,,4516,,45259,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020680,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",8,Weight in kilograms,590,,,,590,,3990,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020690,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen",8,Weight in kilograms,19740,,,,19740,,83540,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020690,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen",8,Weight in kilograms,16391,,,,16391,,121401,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020690,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen",8,Weight in kilograms,55518,,,,55518,,418523,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020712,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",8,Weight in kilograms,8587,,,,8587,,83362,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020742,"Meat and edible offal; of ducks, not cut in pieces, frozen",8,Weight in kilograms,51263,,,,51263,,223266,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020742,"Meat and edible offal; of ducks, not cut in pieces, frozen",8,Weight in kilograms,23336,,,,23336,,96790,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020742,"Meat and edible offal; of ducks, not cut in pieces, frozen",8,Weight in kilograms,8583,,,,8583,,40221,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020743,"Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled",8,Weight in kilograms,24956,,,,24956,,1194485,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020743,"Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled",8,Weight in kilograms,2531,,,,2531,,124903,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020744,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled",8,Weight in kilograms,15819,,,,15819,,245263,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020745,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen",8,Weight in kilograms,64478,,,,64478,,2489016,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020745,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen",8,Weight in kilograms,6795,,,,6795,,164462,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020752,"Meat and edible offal; of geese, not cut in pieces, frozen",8,Weight in kilograms,297,,,,297,,4385,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020910,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",8,Weight in kilograms,26816100,,,,26816100,,38691225,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020910,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",8,Weight in kilograms,27284870,,,,27284870,,44018418,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,020910,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",8,Weight in kilograms,29862200,,,,29862200,,53345066,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,021012,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",8,Weight in kilograms,13988,,,,13988,,123202,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,021012,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",8,Weight in kilograms,30334,,,,30334,,291057,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,021012,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",8,Weight in kilograms,17460,,,,17460,,168361,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030119,"Fish; live, ornamental, other than freshwater",8,Weight in kilograms,46,,,,46,,2327,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030192,"Fish; live, eels (Anguilla spp.)",8,Weight in kilograms,3,,,,3,,13330,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030213,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",8,Weight in kilograms,45600,,,,45600,,590055,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030213,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",8,Weight in kilograms,60791,,,,60791,,857321,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030213,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",8,Weight in kilograms,51888,,,,51888,,752247,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030214,"Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,1530800,,,,1530800,,14561127,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030214,"Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,2267789,,,,2267789,,21775816,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030214,"Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,1788000,,,,1788000,,16560632,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030234,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,2344,,,,2344,,46019,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030234,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,321,,,,321,,6183,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030235,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,299857,,,,299857,,7356890,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030235,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,317523,,,,317523,,7713085,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030235,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,377452,,,,377452,,8582662,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030289,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,109226,,,,109226,,1369600,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030289,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,125827,,,,125827,,1687497,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030289,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,193562,,,,193562,,2512912,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030311,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,122755,,,,122755,,881222,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030311,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,1242347,,,,1242347,,13533755,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030311,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,212923,,,,212923,,2309009,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030312,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,1100571,,,,1100571,,6513047,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030312,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,630431,,,,630431,,4542854,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030312,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,417695,,,,417695,,4614201,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,030313,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,726,,,,726,,10049,,,0
